시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
전동휠체어연습장,서울특별시,관악구,11620,,서울특별시 관악구 봉천동 289,37.47360545,126.9598465,관악구민체육센터 돔구장,09:00,19:00,09:00,19:00,09:00,19:00,1,N,N,서울특별시 관악구 장애인복지과,02-879-6023,2026-05-01,3200000,서울특별시 관악구
관악구가족행복센터,서울특별시,관악구,11620,서울특별시 관악구 남부순환로 1491,서울특별시 관악구 신림동 526-12,37.48244249,126.9164306,1층 유모차 보관대 앞,09:00,18:00,09:00,17:00,00:00,00:00,1,N,N,서울특별시 관악구 시설관리공단,02-2015-2720,2026-05-01,3200000,서울특별시 관악구
보건지소,서울특별시,관악구,11620,서울특별시 관악구 봉천로 279-7,서울특별시 관악구 봉천동 661,37.4881573,126.9324783,1층 화장실 앞,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 관악구 보건지소,02-879-7407,2026-05-01,3200000,서울특별시 관악구
신원동주민센터,서울특별시,관악구,11620,서울특별시 관악구 신원로3길 13,서울특별시 관악구 신림동 1601-3,37.48161061,126.9273799,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,서울특별시 관악구 신원동주민센터,02-879-7384,2026-05-01,3200000,서울특별시 관악구
서울대학교,서울특별시,관악구,11620,서울특별시 관악구 관악로 1,서울특별시 관악구 신림동 산 56-1,37.46803806,126.9592943,관정관 2층 사물함실,07:00,23:00,07:00,23:00,07:00,23:00,2,N,Y,서울대학교,02-880-8787,2026-05-01,3200000,서울특별시 관악구
한울림장애인자립생활센터,서울특별시,관악구,11620,서울특별시 관악구 남부순환로 1692,서울특별시 관악구 봉천동 947-7,37.48359159,126.9381743,4층 사무실 내,09:30,18:00,00:00,00:00,00:00,00:00,1,N,Y,한울림장애인자립생활센터,02-878-2031,2026-05-01,3200000,서울특별시 관악구
보훈회관,서울특별시,관악구,11620,서울특별시 관악구 남부순환로 1427,서울특별시 관악구 신림동 564-4,37.48116686,126.9093752,1층 출입구 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,보훈회관,02-2015-2726,2026-05-01,3200000,서울특별시 관악구
신림종합사회복지관,서울특별시,관악구,11620,서울특별시 관악구 난곡로 110,서울특별시 관악구 신림동 664,37.4648376,126.9198595,2층 복도,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 관악구 신림종합사회복지관,02-851-6752,2026-05-01,3200000,서울특별시 관악구
대학동주민센터,서울특별시,관악구,11620,서울특별시 관악구 신림로 111,서울특별시 관악구 신림동 1516,37.47059604,126.9369573,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 관악구 대학동주민센터,02-879-6051,2026-05-01,3200000,서울특별시 관악구
삼성동주민센터,서울특별시,관악구,11620,서울특별시 관악구 호암로 589,서울특별시 관악구 신림동 1528,37.4701073,126.9329623,1층 복지상담실 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,서울특별시 관악구 삼성동주민센터,02-879-6044,2026-05-01,3200000,서울특별시 관악구
서림동주민센터,서울특별시,관악구,11620,서울특별시 관악구 신림로29길 6,서울특별시 관악구 신림동 1694-7,37.47499588,126.9349996,1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,서울특별시 관악구 서림동주민센터,02-879-7321,2026-05-01,3200000,서울특별시 관악구
서원동주민센터,서울특별시,관악구,11620,서울특별시 관악구 신림로 282,서울특별시 관악구 신림동 1641-65,37.47976918,126.9313747,1층 민원실 출입구 옆,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 관악구 서원동주민센터,02-879-7471,2026-05-01,3200000,서울특별시 관악구
난향동주민센터,서울특별시,관악구,11620,서울특별시 관악구 난곡로 67,서울특별시 관악구 신림동 1735-5,37.46151944,126.9187965,1층 출입구 우측,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 관악구 난향동주민센터,02-879-4673,2026-05-01,3200000,서울특별시 관악구
난곡동주민센터,서울특별시,관악구,11620,서울특별시 관악구 난곡로30길 40,서울특별시 관악구 신림동 633-56,37.47102189,126.9216418,1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 관악구 난곡동주민센터,02-879-7463,2026-05-01,3200000,서울특별시 관악구
미성동주민센터,서울특별시,관악구,11620,서울특별시 관악구 문성로 115,서울특별시 관악구 신림동 1565-8,37.47617498,126.9155517,1층 출입구 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서울특별시 관악구 미성동주민센터,02-879-7454,2026-05-01,3200000,서울특별시 관악구
조원동주민센터,서울특별시,관악구,11620,서울특별시 관악구 조원로12길 25,서울특별시 관악구 신림동 568-27,37.48256328,126.9077947,1층 사무실 내 상담실 옆,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 관악구 조원동주민센터,02-879-7443,2026-05-01,3200000,서울특별시 관악구
신사동주민센터,서울특별시,관악구,11620,서울특별시 관악구 조원로 142,서울특별시 관악구 신림동 492-4,37.48540905,126.9180954,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,서울특별시 관악구 신사동주민센터,02-879-7392,2026-05-01,3200000,서울특별시 관악구
신림동주민센터,서울특별시,관악구,11620,서울특별시 관악구 봉천로 224,서울특별시 관악구 신림동 1443-13,37.48946099,126.9261943,1층 출입구 내 우측,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 관악구 신림동주민센터,02-879-7392,2026-05-01,3200000,서울특별시 관악구
남현동주민센터,서울특별시,관악구,11620,서울특별시 관악구 남현1가길 29,서울특별시 관악구 남현동 1086-1,37.47468786,126.9778753,2층 복지상담실,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 관악구 남현동주민센터,02-879-4497,2026-05-01,3200000,서울특별시 관악구
인헌동주민센터,서울특별시,관악구,11620,서울특별시 관악구 남부순환로246가길 20,서울특별시 관악구 봉천동 1635-40,37.47509931,126.9653243,1층 복도,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 관악구 인헌동주민센터,02-879-7373,2026-05-01,3200000,서울특별시 관악구
낙성대동주민센터,서울특별시,관악구,11620,서울특별시 관악구 낙성대로4가길 5,서울특별시 관악구 봉천동 1624-24,37.47629595,126.9583876,1층 출입구 앞,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,서울특별시 관악구 낙성대동주민센터,02-879-4436,2026-05-01,3200000,서울특별시 관악구
청룡동주민센터,서울특별시,관악구,11620,서울특별시 관악구 쑥고개로 44,서울특별시 관악구 봉천동 1539-1,37.4791175,126.9416407,청룡동 주민센터(1층 복도),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,서울특별시 관악구 청룡동주민센터,02-879-7311,2026-05-01,3200000,서울특별시 관악구
행운동주민센터,서울특별시,관악구,11620,서울특별시 관악구 행운1길 43,서울특별시 관악구 봉천동 1670-7,37.48064257,126.9570309,지하1층 주차장 옆,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,서울특별시 관악구 행운동주민센터,02-879-4373,2026-05-01,3200000,서울특별시 관악구
청림동주민센터,서울특별시,관악구,11620,서울특별시 동작구 상도로 421,서울특별시 동작구 상도동 407,37.49271686,126.9582187,2층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,서울특별시 관악구 청림동주민센터,02-879-4347,2026-05-01,3200000,서울특별시 관악구
중앙동주민센터,서울특별시,관악구,11620,서울특별시 관악구 양녕로6다길 7,서울특별시 관악구 봉천동 1512-7,37.48419282,126.9497511,주민센터(지하1층 입구 내),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 관악구 중앙동주민센터,02-879-4317,2026-05-01,3200000,서울특별시 관악구
성현동주민센터,서울특별시,관악구,11620,서울특별시 관악구 구암길 38,서울특별시 관악구 봉천동 1712-9,37.48952989,126.9481596,1층 민원실 출입구 옆,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,서울특별시 관악구 성현동주민센터,02-879-5086,2026-05-01,3200000,서울특별시 관악구
은천동주민센터,서울특별시,관악구,11620,서울특별시 관악구 봉천로33나길 30,서울특별시 관악구 봉천동 905-29,37.48530456,126.9424095,지하1층 식당,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 관악구 은천동주민센터,02-879-5071,2026-05-01,3200000,서울특별시 관악구
보라매동주민센터,서울특별시,관악구,11620,서울특별시 관악구 봉천로 279-8,서울특별시 관악구 봉천동 661,37.48817576,126.932778,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서울특별시 관악구 보라매동주민센터,02-879-4226,2026-05-01,3200000,서울특별시 관악구
관악구민체육센터,서울특별시,관악구,11620,서울특별시 관악구 낙성대로3길 37,서울특별시 관악구 봉천동 225,37.47306731,126.9603153,1층 로비,06:00,22:00,06:00,21:00,09:00,17:00,2,N,Y,서울특별시 관악구민체육센터,02-870-7614,2026-05-01,3200000,서울특별시 관악구
관악산 무장애숲길,서울특별시,관악구,11620,,서울특별시 관악구 신림동 197,37.45661448,126.9457969,무장애숲길 관리사무소 앞,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,무장애숲길 관리사무소,02-879-6554,2026-05-01,3200000,서울특별시 관악구
장애인종합복지관,서울특별시,관악구,11620,서울특별시 관악구 남부순환로 1914,서울특별시 관악구 봉천동 1660-4,37.4774378,126.9618584,1층 지상주차장,09:00,18:00,00:00,00:00,00:00,00:00,4,N,Y,서울특별시 관악구 장애인종합복지관,02-877-0750,2026-05-01,3200000,서울특별시 관악구
관악구종합청사,서울특별시,관악구,11620,서울특별시 관악구 관악로 145,서울특별시 관악구 봉천동 1570-1,37.47821067,126.9515012,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,서울특별시 관악구청 행정지원과,02-879-6026,2026-05-01,3200000,서울특별시 관악구
구로3동주민센터,서울특별시,구로구,11530,서울특별시 구로구 디지털로 31길 109,서울특별시 구로구 구로동 777-22,37.48734704,126.890330,1층 복도,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
구로장애인자립생활센터,서울특별시,구로구,11530,서울특별시 구로구 가마산로27길 14,서울특별시 구로구 구로동 106-8,37.49772931,126.8918534,8층,09:30,18:30,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
구로조은장애인자립생활센터,서울특별시,구로구,11530,"서울특별시 구로구 디지털로271, 1001호",서울특별시 구로구 구로동 212-13,37.4833172,126.8935987,10층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
대림역,서울특별시,구로구,11530,서울특별시 구로구 도림천로 351,서울특별시 구로구 구로동 1204,37.49330996,126.8949446,대림역 2호선,06:00,23:00,06:00,23:00,06:00,23:00,2,Y,N,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
구일역,서울특별시,구로구,11530,서울특별시 구로구 구일로 133,서울특별시 구로구 구로동 636-45,37.49639172,126.8699216,구일역 1호선,06:00,23:00,06:00,23:00,06:00,23:00,2,Y,N,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
천왕역,서울특별시,구로구,11530,서울특별시 구로구 오리로 지하 1154,서울특별시 구로구 천왕동 14-43,37.48682059,126.8387128,천왕역 7호선,06:00,23:00,06:00,23:00,06:00,23:00,2,Y,N,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
신도림역,서울특별시,구로구,11530,서울특별시 구로구 경인로 688,서울특별시 구로구 신도림동 460-26,37.50903532,126.8911871,신도림역 2호선,06:00,23:00,06:00,23:00,06:00,23:00,2,N,N,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
구로구보건소,서울특별시,구로구,11530,서울특별시 구로구 구로중앙로28길 66,서울특별시 구로구 구로동 109-4,37.50010203,126.8893394,보건소 2층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
성프란치스꼬장애인종합복지관,서울특별시,구로구,11530,서울특별시 구로구 남부순환로105라길 25-10,서울특별시 구로구 가리봉동 131-1,37.48180209,126.8905627,성프란치스꼬장애인종합복지관 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
구로구민회관,서울특별시,구로구,11530,서울특별시 구로구 가마산로25길 21,서울특별시 구로구 구로동 102,37.49710368,126.8895474,구로구민회관 1층,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,N,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
구로구시설관리공단,서울특별시,구로구,11530,서울특별시 구로구 구로동로26길 54,서울특별시 구로구 구로동 741-27,37.48987838,126.8865593,구로구시설관리공단 1층,06:00,23:00,06:00,23:00,06:00,23:00,2,Y,N,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
구로구민체육센터,서울특별시,구로구,11530,서울특별시 구로구 고척로45길 39,서울특별시 구로구 고척동 산9-14,37.50658242,126.8532783,구로구민체육센터 1층,06:00,22:00,06:00,19:00,00:00,00:00,2,Y,N,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
구로구청,서울특별시,구로구,11530,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435,37.49551123,126.8882891,구로구청 본관 1층,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
오류1동주민센터,서울특별시,구로구,11530,서울특별시 구로구 경인로27길 7,서울특별시 구로구 오류동 359,37.49707073,126.8450908,지하1층 엘리베이터 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서울특별시 구로구청,02-860-2345,2026-05-04,3160000,서울특별시 구로구
서울시어울림플라자(1),서울특별시,강서구,11500,서울특별시 강서구 공항대로 489,서울특별시 강서구 등촌동 645-11,37.55327537,126.8613719,B1층 어린이도서관 입구 좌측(외부 A동 → B동 출입구 방향),00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,서울시어울림플라자,02-3663-5123,2026-05-19,3150000,서울특별시 강서구
한국장애인기업협회강서지회,서울특별시,강서구,11500,서울특별시 강서구 금낭화로141(방화동),서울특별시 강서구 방화동 829-9,37.5779235,126.8126449,1층 사무실 안,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,한국장애인기업협회강서지회,02-2661-0914,2026-05-19,3150000,서울특별시 강서구
서남물파크골프장,서울특별시,강서구,11500,서울특별시 강서구 양천로 201(마곡동),서울특별시 강서구 마곡동 74,37.58047363,126.8263653,실외 1층 사무실 앞,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,파크골프장,02-3660-2212,2026-05-19,3150000,서울특별시 강서구
발산역,서울특별시,강서구,11500,서울특별시 강서구공항대로267(내발산동),서울특별시 강서구 마곡동 727-1496,37.55902927,126.8373108,지하1층 2번출구 진입로,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,Y,서울특별시 강서구청 장애인복지과,02-2600-6696,2026-05-19,3150000,서울특별시 강서구
신방화역,서울특별시,강서구,11500,서울특별시 강서구 방화대로301(마곡동),서울특별시 강서구 방화동 217-156,37.5676834,126.8165246,지하1층 3번출구 다이소 앞,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,Y,신방화역,02-2656-0904,2026-05-19,3150000,서울특별시 강서구
장애여성인력개발센터,서울특별시,강서구,11500,서울특별시 강서구 화곡로 346 (화곡동),서울특별시 강서구 화곡동 1111-2,37.55450913,126.8520186,2층,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,장애여성인력개발센터,02-6929-0002,2026-05-19,3150000,서울특별시 강서구
꿈장애인자립생활센터,서울특별시,강서구,11500,"서울특별시 강서구 화곡로31다길 11 (화곡동, 윤탁아트리움아파트)",서울특별시 강서구 화곡동 1026-18,37.54479691,126.8381485,지상층,10:00,17:00,00:00,00:00,00:00,00:00,2,N,Y,꿈장애인자립생활센터,02-2691-2692,2026-05-19,3150000,서울특별시 강서구
행복을파는장사꾼,서울특별시,강서구,11500,서울특별시 강서구 까치산로 134 (화곡동),서울특별시 강서구 화곡동 958-12,37.5492806,126.8514125,3층,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,행복을파는장사꾼,02-2065-1591,2026-05-19,3150000,서울특별시 강서구
허니장애인자립생활센터,서울특별시,강서구,11500,서울특별시 강서구 공항대로 228 (마곡동),서울특별시 강서구 마곡동 800-5,37.55863275,126.8326742,1002호,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,허니장애인자립생활센터,02-2661-7724,2026-05-19,3150000,서울특별시 강서구
강서구 장애인단체 총연합회,서울특별시,강서구,11500,서울특별시 강서구 공항대로 247 (마곡동),서울특별시 강서구 마곡동 797-1,37.55931354,126.8352392,619호,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 강서구 장애인단체 총연합회,02-6346-3918,2026-05-19,3150000,서울특별시 강서구
강서다솔장애인자립생활센터,서울특별시,강서구,11500,"서울특별시 강서구 양천로57길 36 (가양동, 가양5단지아파트)",서울특별시 강서구 가양동 1481,37.56462738,126.8535196,지하 106호,09:30,17:30,00:00,00:00,00:00,00:00,2,Y,Y,강서다솔장애인자립생활센터,070-4200-2136,2026-05-19,3150000,서울특별시 강서구
등촌9종합사회복지관,서울특별시,강서구,11500,"서울특별시 강서구 화곡로63가길 92 (등촌동, 등촌9단지주공아파트)",서울특별시 강서구 등촌동 704,37.5619516,126.8502091,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,등촌9종합사회복지관,02-2658-4127,2026-05-19,3150000,서울특별시 강서구
등촌4종합사회복지관,서울특별시,강서구,11500,"서울특별시 강서구 공항대로39길 59 (등촌동, 등촌4단지주공아파트)",서울특별시 강서구 등촌동 690,37.56225915,126.8428951,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,등촌4종합사회복지관,02-2658-8800,2026-05-19,3150000,서울특별시 강서구
가양5종합사회복지관,서울특별시,강서구,11500,"서울특별시 강서구 양천로57길 36 (가양동, 가양5단지아파트)",서울특별시 강서구 가양동 1481,37.56462738,126.8535196,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,가양5종합사회복지관,02-2668-4603,2026-05-19,3150000,서울특별시 강서구
가양4종합사회복지관,서울특별시,강서구,11500,"서울특별시 강서구 양천로57길 37 (가양동, 가양4단지아파트)",서울특별시 강서구 가양동 1478,37.56593184,126.8520692,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,가양4종합사회복지관,02-2668-6689,2026-05-19,3150000,서울특별시 강서구
등촌3동주민센터,서울특별시,강서구,11500,서울특별시 강서구 화곡로63길 96 (등촌동),서울특별시 강서구 등촌동 705-4,37.55888771,126.8479185,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 강서구 등촌3동주민센터,02-2600-7445,2026-05-19,3150000,서울특별시 강서구
겸재정선미술관,서울특별시,강서구,11500,서울특별시 강서구 양천로47길 36 (가양동),서울특별시 강서구 마곡동 815,37.57222297,126.8387234,2층,10:00,17:00,10:00,17:00,10:00,17:00,2,Y,Y,겸재정선미술관,02-2659-2206,2026-05-19,3150000,서울특별시 강서구
강서구립봉제산어르신복지센터,서울특별시,강서구,11500,서울특별시 강서구 초록마을로15길 12 (화곡동),서울특별시 강서구 화곡동 산41-16,37.54152282,126.8514079,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강서구립봉제산어르신복지센터,02-2605-1553,2026-05-19,3150000,서울특별시 강서구
방화2종합사회복지관,서울특별시,강서구,11500,"서울특별시 강서구 방화대로48길 40 (방화동, 방화2단지아파트)",서울특별시 강서구 방화동 839,37.57424482,126.8201671,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,방화2종합사회복지관,02-2662-6662,2026-05-19,3150000,서울특별시 강서구
등촌7종합사회복지관,서울특별시,강서구,11500,"서울특별시 강서구 공항대로43길 104 (등촌동, 등촌주공7,8단지아파트)",서울특별시 강서구 등촌동 707,37.56023933,126.8516942,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,등촌7종합사회복지관,02-2658-6521,2026-05-19,3150000,서울특별시 강서구
등촌1종합사회복지관,서울특별시,강서구,11500,"서울특별시 강서구 강서로68길 36 (등촌동, 등촌주공1,2단지아파트)",서울특별시 강서구 등촌동 687,37.56538683,126.8422565,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,등촌1종합사회복지관,02-2658-1010,2026-05-19,3150000,서울특별시 강서구
가양7종합사회복지관,서울특별시,강서구,11500,"서울특별시 강서구 허준로 209 (가양동, 가양7단지아파트)",서울특별시 강서구 가양동 1486,37.56173898,126.8615915,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,가양7종합사회복지관,02-2668-8600,2026-05-19,3150000,서울특별시 강서구
강서구보건소,서울특별시,강서구,11500,서울특별시 강서구 공항대로 561 (염창동),서울특별시 강서구 염창동 275-12,37.5496484,126.8682802,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 강서구보건소,02-2600-5807,2026-05-19,3150000,서울특별시 강서구
강서구청 별관 복지지원센터,서울특별시,강서구,11500,서울특별시 강서구 화곡로 302 (화곡동),서울특별시 강서구 화곡동 980-16,37.55096551,126.8495322,1층,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 강서구청 장애인복지과,02-2600-6696,2026-05-19,3150000,서울특별시 강서구
발산1동주민센터,서울특별시,강서구,11500,서울특별시 강서구 강서로47길 54 (내발산동),서울특별시 강서구 내발산동 681-5,37.5531163,126.8331774,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 강서구 발산1동주민센터,02-2600-7897,2026-05-19,3150000,서울특별시 강서구
공항동주민센터,서울특별시,강서구,11500,서울특별시 강서구 송정로 45 (공항동),서울특별시 강서구 공항동 60-28,37.55878281,126.8100743,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 강서구 공항동주민센터,02-2600-7937,2026-05-19,3150000,서울특별시 강서구
가양역(2),서울특별시,강서구,11500,서울특별시 강서구 양천로 485,서울특별시 강서구 가양동 14-61,37.561554,126.854388,지하1층 중간계단부 용역대기실 앞,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,Y,가양역,02-2656-0907,2026-05-19,3150000,서울특별시 강서구
가양역(1),서울특별시,강서구,11500,서울특별시 강서구 양천로 485,서울특별시 강서구 가양동 14-61,37.561554,126.854388,지하1층 엘리베이터 옆,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,Y,가양역,02-2656-0907,2026-05-19,3150000,서울특별시 강서구
양천향교역,서울특별시,강서구,11500,서울특별시 강서구 양천로 341,서울특별시 강서구 가양동 159-3,37.568761,126.840818,지하1층 변전실 앞,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,Y,양천향교역,02-2656-0906,2026-05-19,3150000,서울특별시 강서구
마곡나루역,서울특별시,강서구,11500,서울특별시 강서구 마곡중앙5로 2,서울특별시 강서구 마곡동 760-3,37.566793,126.827518,지하1층 휴게공간,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,Y,마곡나루역,02-2656-0905,2026-05-19,3150000,서울특별시 강서구
김포공항역,서울특별시,강서구,11500,서울특별시 강서구 하늘길 38,서울특별시 강서구 방화동 886,37.57136985,126.8029604,지하1층 자동발매기 앞 공간,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,Y,김포공항역,02-2656-0902,2026-05-19,3150000,서울특별시 강서구
개화산역,서울특별시,강서구,11500,서울특별시 강서구 양천로 22 (방화동),서울특별시 강서구 방화동 846,37.57227002,126.8060017,지하1층 대합실 만남의장소 의자 옆,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,Y,개화산역,02-6311-5111,2026-05-19,3150000,서울특별시 강서구
방화역,서울특별시,강서구,11500,서울특별시 강서구 금낭화로 132,서울특별시 강서구 방화동 829-15,37.577003,126.8126299,지하1층 계단 옆,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,Y,방화역,02-6311-5101,2026-05-19,3150000,서울특별시 강서구
기쁜우리복지관,서울특별시,강서구,11500,서울특별시 강서구 허준로 65 (가양동),서울특별시 강서구 가양동 1466,37.56930927,126.8486944,1층 프론트,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,기쁜우리복지관,02-3665-3831,2026-05-19,3150000,서울특별시 강서구
맑은장애인자립생활센터,서울특별시,강서구,11500,서울특별시 강서구 강서로 466 (등촌동),서울특별시 강서구 등촌동 684-2,37.56689857,126.8414259,우리벤처타운 201호,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,맑은장애인자립생활센터,02-2605-0420,2026-05-19,3150000,서울특별시 강서구
강서길라장애인자립생활센터,서울특별시,강서구,11500,"서울특별시 강서구 양천로 551-24 (가양동, 한화비즈메트로2차)",서울특별시 강서구 가양동 449-21,37.55887046,126.8619586,502호,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강서길라장애인자립생활센터,02-3662-0946,2026-05-19,3150000,서울특별시 강서구
남은자장애인자립생활센터,서울특별시,강서구,11500,서울특별시 강서구 공항대로 164 (마곡동),서울특별시 강서구 마곡동 798-2,37.55932597,126.8255148,710호,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,남은자장애인자립생활센터,02-3664-0874,2026-05-19,3150000,서울특별시 강서구
샬롬의집,서울특별시,강서구,11500,서울특별시 강서구 방화대로7가길 11 (공항동),서울특별시 강서구 공항동 661-5,37.55688394,126.8156881,1층,09:00,19:00,09:00,19:00,00:00,00:00,2,Y,Y,샬롬의집,02-2662-2488,2026-05-19,3150000,서울특별시 강서구
기쁜우리체육센터,서울특별시,강서구,11500,서울특별시 강서구 허준로 65 (가양동),서울특별시 강서구 가양동 1466,37.569309,126.848694,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,기쁜우리체육센터,02-3663-8114,2026-05-19,3150000,서울특별시 강서구
강서뇌성마비복지관(2),서울특별시,강서구,11500,서울특별시 강서구 방화대로45길 69 (방화동),서울특별시 강서구 방화동 452-5,37.57420914,126.812581,5층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강서뇌성마비복지관,02-2662-3491,2026-05-19,3150000,서울특별시 강서구
강서뇌성마비복지관(1),서울특별시,강서구,11500,서울특별시 강서구 방화대로45길 69 (방화동),서울특별시 강서구 방화동 452-5,37.57420914,126.812581,지하2층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강서뇌성마비복지관,02-2662-3491,2026-05-19,3150000,서울특별시 강서구
누리장애인자립생활센터,서울특별시,강서구,11500,"서울특별시 강서구 방화동로 126 (방화동, 삼정아파트)",서울특별시 강서구 방화동 567-4,37.57195372,126.8119256,2층,08:00,22:00,08:00,22:00,08:00,22:00,2,Y,N,누리장애인자립생활센터,02-2064-0896,2026-05-19,3150000,서울특별시 강서구
